CreditScore,Balance,EstimatedSalary
759,147936.42,106785.7
582,0,142516.35
697,126558.92,73334.43
610,106938.11,186612.47
488,140002.35,123613.81
599,123444.72,31368.08
781,147107.91,40066.95
645,128514.84,175969.19
545,0,10034.77
597,106756.01,151167.94
561,0,191387.76
662,0,51229.17
649,155393.32,87351.42
630,110414.48,48984.95
672,0,182738
636,157098.52,153535.27
593,85626.6,125079.65
545,93796.42,162321.26
567,0,3414.72
583,125268.03,165082.25
681,148143.84,52021.39
762,115545.33,148256.43
648,0,122899.01
644,44928.88,10771.46
706,0,18255.51
850,162442.35,183566.78
484,0,175224.12
508,96213.82,147913.56
439,156569.43,180598.66
484,0,186136.48
803,0,7455.2
724,110463.25,80552.11
640,154575.76,25722.28
701,0,170996.86
537,0,20603.32
651,147037.32,141763.26
523,119276.31,122284.38
717,108664.85,190011.85
593,0,128046.98
706,163034.82,135662.17
714,93059.34,7571.51
794,179581.31,23596.24
518,113625.93,92727.42
589,119961.48,65156.83
824,129209.48,60151.77
719,137227.04,149097.38
617,119024.75,35199.24
651,74623.5,129451.29
637,157929.45,145134.49
554,92606.86,192709.69
731,127862.93,139083.7
569,0,83629.6
625,142711.81,35625.41
592,0,35338.96
669,163159.85,15602.8
663,108586.86,182355.21
518,110624.99,89327.67
686,154846.24,151903.6
709,122917.71,11.58
571,0,77519.62
707,82787.93,91423.69
701,102500.34,106287.77
672,0,161800.77
620,159492.79,80582.34
557,0,185094.48
648,118241.02,172586.89
479,113090.4,195649.79
730,65763.57,145792.01
737,125537.38,138510.01
616,94263.91,168895.06
639,133434.57,97983.44
815,0,85167.88
786,0,18210.36
549,94748.76,13608.18
622,98640.74,110457.99
624,74681.9,31231.35
841,0,141582.66
614,179915.85,14666.35
676,128207.23,55400.17
697,132739.26,174667.65
732,0,154189.08
623,120509.81,142170.44
541,124547.13,94499.06
773,0,182081.45
762,88815.56,68562.26
655,82231.51,88798.02
602,184715.86,113781.99
850,0,121866.87
649,0,150390.57
850,147972.19,60708.72
543,0,78858.07
672,170008.84,56407.42
600,0,125698.97
671,0,23235.38
706,95386.82,75732.25
541,90373.28,179861.79
711,133467.77,42976.64
630,0,10486.69
531,96288.26,56794.73
641,91547.84,28157.34
631,138292.64,152422.91
685,0,167033.83
702,71667.74,126082.18
708,118994.84,181499.77
653,0,41967.03
654,145610.07,186300.59
596,138162.81,85412.54
549,135020.21,23343.18
754,0,180698.32
815,135161.67,136071.05
556,0,175149.2
706,94486.47,146949.74
850,117640.39,88920.68
732,111379.55,45098.62
614,0,20339.79
580,136820.99,108528.74
593,98752.51,145560.38
653,158266.42,199357.24
746,105599.67,43106.17
662,0,137508.31
573,0,91957.39
684,139723.9,120612.11
793,141806.46,102921.17
798,132571.67,31686.33
524,180516.9,180002.42
816,0,28407.4
742,92805.72,73743.95
540,0,186233.26
537,135309.36,31728.86
759,128917.84,48244.64
774,56580.93,113266.28
608,131390.75,71178.09
704,0,25684.93
581,0,29737.14
628,97361.66,149922.38
566,0,180702.12
701,0,27597.59
735,0,95025.27
680,0,167035.07
560,0,116781.71
663,102714.65,21170.81
665,67816.72,29641.58
758,81710.46,116520.07
621,75237.54,44220.4
764,124023.18,166188.28
537,100727.5,140857.76
589,107238.85,37024.28
555,0,27513.47
734,139994.66,17744.72
783,126224.87,4423.63
678,145751.03,109718.44
661,0,107243.31
607,121166.89,115288.24
537,0,41233.97
513,0,52952.24
576,70655.48,78955.8
660,129901.21,26025.6
637,125470.81,174536.17
672,169406.33,147311.47
629,0,77965.44
583,107041.3,5635.63
763,95153.77,81310.1
516,145166.09,111421.45
617,0,190269.21
700,65962.63,100950.48
727,140418.81,113033.73
689,139799.63,120663.57
626,171787.84,187192.23
686,149238.97,97825.23
351,163146.46,169621.69
739,0,191557.1
627,0,103287.62
451,61482.47,167538.66
512,145150.28,64869.32
774,126670.37,102426.06
652,84390.8,107876.2
638,89728.86,37294.88
475,0,89248.99
567,118628.8,91973.63
750,0,16870.2
850,96863.13,121681.19
753,142263.45,33730.43
683,0,104786.59
710,0,94790.34
645,0,28726.07
714,122724.37,67057.27
696,174902.26,69079.85
612,0,179780.74
520,108914.17,183572.39
782,98052.66,142587.32
666,123873.19,177844.06
466,111920.13,197634.11
567,0,121053.19
613,0,149613.77
718,0,142.81
614,75150.34,131766.67
711,0,53311.78
691,114753.76,107665.02
527,0,109523.88
476,111871.93,112132.86
619,0,113645.4
607,135927.06,180890.4
695,0,70974.13
653,0,53379.52
677,57037.74,158531.01
655,0,179267.94
625,79468.96,84606.03
679,121063.85,56984.58
734,118537.47,116912.45
666,0,102999.33
592,105082.07,132801.57
564,0,85455.62
814,0,98657.01
592,104702.65,107948.72
758,95813.76,67944.09
612,167026.61,192892.05
498,102453.26,187247.56
638,148045.45,114722.42
558,0,111687.57
756,0,184182.25
782,0,52759.82
505,104498.79,126451.14
671,0,12048.67
801,0,95804.33
604,149542.52,197911.52
716,87946.39,182531.74
624,68639.57,168002.31
607,148826.32,79450.61
827,0,60615.83
606,108166.09,8643.21
717,103214.71,172172.7
651,134760.21,174434.06
691,0,194930.3
573,90124.64,137476.71
723,0,94415.6
584,87361.02,120376.87
550,111257.59,97623.42
611,131583.59,66238.23
549,95020.8,131710.59
850,0,69052.87
668,80242.37,56780.97
686,0,170072.9
660,0,191849.15
682,122661.39,84803.76
524,0,31840.59
645,0,12096.61
850,0,44165.84
537,0,91406.62
599,81742.84,83282.21
727,0,198446.91
756,145127.85,7554.68
755,148912.44,80416.16
634,0,164549.74
837,89900.24,175477.03
727,119027.28,137903.54
567,105222.86,93795.86
650,0,67997.13
655,116114.93,49492.15
763,187911.55,35825.18
843,0,67494.23
667,144432.04,73963.17
705,77065.9,145159.26
660,180520.29,123850.58
553,0,23822.04
612,130024.87,45750.21
641,110086.69,159773.14
513,174853.46,84238.63
680,108724.98,72330.46
711,91285.13,26767.85
689,0,164768.82
665,110610.41,1112.76
551,102994.04,176680.16
645,59893.85,43999.64
616,149318.55,140746.13
582,116409.55,152790.92
365,127760.07,81537.85
697,132591.36,7387.8
704,0,183038.33
656,113402.14,138849.06
712,0,170333.38
748,0,60416.76
724,0,100240.2
691,136953.47,2704.98
563,0,68815.05
741,0,64839.23
778,123863.64,144494.94
848,120811.89,185510.34
634,148430.55,56055.72
505,47869.69,155061.97
692,150926.99,119817.19
537,103163.35,16259.64
633,130206.28,184654.87
833,136674.51,5278.78
592,200322.45,113244.73
587,0,8908
550,80927.56,64490.67
680,0,154971.63
622,0,155786.39
594,142574.71,129084.82
643,160426.07,188533.11
540,116160.23,13411.67
635,98683.47,15733.19
657,118829.03,73127.61
814,118870.92,101704.19
600,0,101986.16
682,0,114442.66
682,107192.38,15669.17
566,108010.78,157486.1
550,0,131281.28
630,129837.72,197001.15
546,106458.31,128881.87
486,97009.15,85101
762,122929.42,149822.04
692,152296.83,108040.86
498,0,135795.53
850,0,25867.67
603,128993.76,130483.56
551,0,183479.12
627,185267.45,77027.34
515,0,94141.75
605,116805.82,4092.75
567,129750.68,109257.59
568,129177.01,104617.99
571,82506.72,167705.07
634,107247.69,103712.05
768,0,161242.99
554,157780.93,6089.13
629,172170.36,159777.37
638,0,7919.08
576,0,188274.6
661,75361.44,27608.12
592,0,183569.25
702,0,145537.32
647,98263.46,164717.95
593,0,76357.43
712,109308.79,120158.72
625,0,151843.54
538,164365.44,5698.97
637,98800,122865.55
632,193125.85,152665.85
736,51522.75,192131.77
755,84284.48,62851.6
425,0,140941.47
461,119889.84,56767.67
745,137910.45,177235.23
616,0,86242.18
587,100116.82,34215.58
850,166082.15,44406.17
601,0,165196.65
730,0,34542.41
532,148595.55,74838.64
850,94078.97,36980.54
779,0,111676.63
562,0,25858.68
670,164948.98,177028
729,140549.4,30990.16
767,152509.25,136915.15
742,191864.51,108457.99
669,96418.09,131609.48
542,131945.94,159737.56
586,0,142238.54
612,142910.15,105890.55
740,0,194270.91
584,146311.58,105443.47
524,87894.26,173899.42
614,97445.49,122823.34
598,0,13181.37
799,0,140780.8
724,154485.74,78560.64
601,115625.07,185855.21
804,108396.67,128276.95
745,65095.41,140197.42
667,103018.45,32462.39
518,84764.79,162253.9
819,0,30498.7
520,115680.81,90280.7
625,0,32615.21
673,73088.06,196142.26
656,150905.03,16998.72
850,143054.85,62980.96
574,0,185660.3
679,0,77331.77
530,99948.45,97338.62
508,115451.05,67234.33
558,108235.91,143783.28
414,0,77661.12
648,98795.61,89123.99
721,0,70810.8
751,0,17550.49
662,0,21497.27
628,113146.98,124749.08
597,162532.14,36051.46
698,92053.44,143681.83
723,0,150694.58
586,0,170487.4
633,104944.1,97684.46
564,0,53520.03
649,0,15200.61
622,107879.04,196894.62
459,110356.42,4969.13
718,0,26229.24
655,109783.69,134034.32
696,149777,198032.93
637,104339.56,119882.86
630,85818.18,133102.3
592,212692.97,176395.02
634,89696.84,193179.88
608,0,125062.02
565,68067.24,143287.58
763,148564.66,87236.4
665,136354.16,93769.89
649,122214,88965.46
695,0,30793.61
775,119684.88,74532.02
788,135139.33,113086.08
569,146100.75,32574.01
726,123110.9,130113.78
564,111760.4,104722.47
544,110728.39,14559.62
614,121558.46,598.8
453,120623.21,129697.99
471,114713.57,36315.03
829,103457.76,1114.12
754,101134.87,70954.41
749,78136.36,73470.98
667,0,91573.19
670,133446.34,3154.95
670,0,88187.81
623,108076.33,118855.26
571,131354.25,125256.53
641,62974.64,39016.43
551,143340.44,145796.49
741,116993.43,168816.22
472,58662.92,73322
650,128808.65,113677.53
625,137555.44,124607.7
650,142393.11,11276.48
535,0,136620.64
649,125785.23,70523.92
689,136444.25,51980.25
694,121527.4,113481.02
655,144696.75,49025.79
620,0,145937.99
577,0,25161.61
401,128140.17,175753.55
599,120383.41,24903.09
481,0,169719.35
704,129735.3,179565.57
698,185078.26,115337.74
480,0,48131.92
682,0,160828.98
700,0,145151.96
492,144591.96,196293.76
444,0,161653.5
624,0,84635.64
709,0,159486.76
557,100194.44,38596.34
646,145295.31,27814.74
719,106070.29,183893.31
706,120621.89,140803.7
660,0,146585.53
667,0,40062.29
705,0,181300.32
598,171283.91,84136.12
669,0,197594.34
580,128218.47,125953.83
676,0,75465.41
714,77776.39,177737.07
597,124978.19,7144.46
559,0,155639.76
564,0,162428.05
850,109799.55,12457.76
689,0,14917.09
758,125397.21,182184.09
604,0,129984.2
733,111347.37,194872.97
778,104291.41,117507.11
732,94867.18,157527.6
646,0,92612.88
597,135703.59,74850.84
821,106453.53,127413
640,132412.38,69584.3
511,124401.6,198814.24
805,118022.06,162643.15
540,82531.11,114092.52
705,184552.12,68860.3
540,127278.31,16150.34
532,0,115227.02
535,0,170621.55
627,184244.86,103099.22
646,59669.43,172495.81
515,79543.59,38772.82
697,151553.19,44946.29
652,166527.88,146007.7
579,150329.15,145558.42
760,121911.59,193312.33
769,156773.78,40257.79
498,127864.26,46677.9
774,113709.28,153887.93
705,79974.55,103108.33
648,0,58652.23
688,0,91624.11
592,0,65986.48
705,144427.96,113845.19
654,99263.09,67607.9
624,79368.87,145471.94
594,0,124071.71
695,0,67502.12
597,0,78707.97
758,125095.94,171189.83
737,162485.8,149381.32
694,95668.82,100335.55
683,0,152698.24
538,0,41192.95
669,0,132540.33
730,74197.38,96875.52
622,89688.94,152305.47
714,103121.33,49672.01
569,0,133997.53
668,120170.07,50454.8
628,149136.31,16402.11
600,141136.79,67803.83
693,152341.55,9241.78
704,120026.98,100601.73
527,132168.28,98734.15
553,85200.82,160574.09
575,84903.33,26015.8
626,0,187172.54
582,0,55763.66
683,0,75848.22
850,121535.18,40313.47
653,116662.96,23864.21
679,0,51380.9
549,124829.16,93551.36
850,155180.56,169415.54
558,108262.87,6935.31
528,0,25399.7
801,0,66256.27
513,0,114709.13
666,99812.88,158357.97
606,132164.26,164815.59
599,103583.05,132127.69
544,142406.43,146637.45
529,99842.5,90256.06
850,0,34827.43
497,0,22074.48
764,81042.42,109805.17
603,0,100478.6
609,0,97416.34
487,199689.49,24207.86
748,142645.43,69132.66
710,0,9376.89
432,110219.14,43046.7
534,0,20856.31
607,0,187048.72
551,0,53420.53
674,142072.02,37013.29
525,0,89566.64
645,149564.61,149913.84
755,0,18066.69
708,153366.13,26912.34
715,76467.16,173511.72
727,121508.28,146785.44
559,0,1050.33
545,73211.12,89587.34
524,0,74405.34
707,0,54409.48
671,92674.94,3647.57
439,96196.24,198874.52
667,114391.62,53412.54
831,80262.66,194867.78
545,173331.52,150452.88
604,147285.52,57807.05
657,119785.47,107534.32
487,140137.15,194073.33
750,107467.56,126233.18
694,98218.04,182354.46
711,133607.75,120586.32
551,0,50578.4
559,95139.41,86575.46
620,0,153392.28
660,0,115509.59
449,0,82176.48
703,97331.19,63717.49
795,139265.63,198745.94
594,0,5719.11
586,168094.01,20058.61
613,131563.88,170638.98
601,0,30607.11
657,0,37171.46
531,0,42589.33
621,107363.29,66799.28
782,94493.03,101866.39
528,170214.23,49284
696,139781.06,27445.4
586,0,70760.69
626,148610.41,104502.02
498,170241.7,165407.96
691,128306.83,113580.79
568,0,45978.39
715,0,152012.36
680,175454,77349.92
802,0,47322.05
539,100885.93,38772.65
494,93320.8,24489.44
594,63176.44,14466.08
596,139451.67,63142.12
649,49113.75,41858.43
699,123906.22,127443.82
787,0,84151.98
604,0,58595.64
489,131441.51,37240.11
651,0,114522.68
698,136325.48,72549.27
578,113150.44,176712.59
538,0,152855.96
696,0,73371.65
507,102785.16,70323.68
685,83264.28,9663.28
705,72252.64,142514.66
499,148051.52,118623.94
717,138489.66,68400.14
510,0,115291.86
632,111589.33,170382.99
668,122104.79,112946.67
744,96106.83,79812.77
663,115930.87,19862.78
638,124513.66,158610.89
688,0,191212.63
588,0,61931.21
631,0,58043.02
687,100988.39,22247.27
599,118577.24,31448.52
718,0,146875.86
730,0,116081.93
533,0,73669.94
711,0,93959.96
555,0,158918.03
850,113311.11,198193.75
678,0,13160.03
576,0,4660.91
835,124365.42,180197.74
592,147249.29,63023.02
774,103688.19,118971.74
620,138740.24,154700.61
519,111900.14,97577.17
734,152760.24,48990.5
763,143966.3,140262.96
733,141556.96,130189.53
650,0,16301.91
538,0,126962.41
577,0,158750.53
792,0,199644.2
686,0,144272.71
589,0,98320.27
530,162560.32,64129.03
778,123229.46,181221.09
616,76665.71,163809.08
550,140278.99,171457.06
655,0,15801.02
721,115764.32,102950.79
499,131142.53,174918.46
511,68375.27,193160.25
579,117833.3,5831
696,0,82298.59
681,0,130686.59
815,0,52885.23
681,111093.01,68985.99
641,132657.55,35367.19
591,128882.49,196241.94
565,69129.59,170705.53
487,0,126477.41
729,121404.64,159618.17
505,131355.3,195395.33
580,102097.33,168285.85
642,154863.15,138052.51
850,99945.93,71179.31
616,121704.32,55556.3
526,0,31705.19
523,138782.76,186118.93
663,0,195580.28
840,136291.71,54113.38
570,107856.57,127528.84
676,108348.66,60231.74
689,93871.95,156878.42
703,0,182784.11
491,125860.2,129690.5
584,172713.44,113860.81
810,0,184524.74
745,0,36124.98
625,130786.92,121316.07
535,112367.34,185630.76
729,91091.06,71133.12
655,106198.5,32020.42
751,142669.93,162760.96
525,112833.35,175178.56
532,0,177099.71
696,0,66406.37
786,104336.43,59559.81
580,104305.74,175750.21
596,140187.1,174311.3
683,0,171716.81
747,114959.12,189362.39
602,164704.38,180716.1
779,119096.55,116977.89
551,0,185105.44
666,0,35046.97
526,0,36251
849,115465.28,103174.5
471,0,122642.09
628,184926.61,122937.57
674,85957.88,8757.39
797,114084.6,125782.29
590,166930.76,122487.73
588,0,20066.38
577,0,55473.15
571,107193.82,38962.94
680,116275.12,63795.8
648,0,163060.43
618,91068.56,26578.69
648,123049.21,5066.76
759,0,140497.67
585,0,146156.98
774,137781.65,199316.19
697,108128.96,103944.37
605,105317.73,138021.36
676,80569.73,68621.98
678,174852.89,28149.06
495,89158.94,135169.76
787,0,116537.96
770,89800.14,105922.69
817,101207.75,88211.12
659,106086.42,26900.63
693,0,3494.02
744,0,113163.17
829,101440.36,19324.5
716,0,189678.7
671,106603.74,26387.71
835,130420.2,106276.55
636,0,45015.38
649,45022.23,173495.77
621,74298.43,52581.96
658,133003.03,146339.27
784,0,182609.97
783,136689.66,197890.65
615,0,6225.63
791,0,123977.86
762,102520.37,170195.4
607,0,114190.3
601,0,27022.57
540,88382.01,59457
812,115049.15,165038.41
685,104796.54,154181.41
680,123082.08,134960.98
680,0,65708.5
631,0,117374.22
569,0,77703.19
584,88311.48,177651.38
582,0,60954.45
609,71872.19,151924.9
506,110046.93,26318.73
503,104430.08,147557.71
503,0,125918.17
806,138653.51,190803.37
653,102575.04,11043.54
666,137780.74,119100.05
674,0,140579.17
798,0,37731.95
740,105209.54,1852.58
531,109570.21,172049.84
614,118715.86,133591.11
556,0,192751.18
678,153393.18,193828.27
587,132603.36,55775.72
527,0,102280.29
757,129398.01,44965.44
468,0,170661.02
693,151352.74,197145.89
483,136836.49,192359.9
466,91592.06,141210.18
770,0,100557.03
734,0,130805.54
716,0,92606.98
439,165536.28,123956.83
538,62482.95,102758.43
743,68155.59,94876.65
734,55853.33,94811.85
656,0,67840.81
666,79589.43,4050.57
627,100880.76,134665.25
480,174330.35,181647.13
792,143390.51,33282.84
613,91415.76,27965
476,134366.42,68343.53
539,0,198161.07
696,88786.81,196858.4
810,96814.46,120511.03
763,160680.41,30886.35
640,0,2743.69
655,0,167778.62
526,145537.21,132404.64
678,0,144423.17
554,0,181204.5
597,119370.11,182726.22
560,0,120880.72
850,134381.52,26812.89
546,114888.74,66732.63
623,149332.48,100834.22
698,105061.74,107815.31
620,0,34665.79
619,0,147093.84
561,0,36942.35
753,155062.8,16460.77
721,88798.34,45610.63
451,0,184954.11
680,143139.87,47795.43
590,0,196789.9
634,107027.52,173425.68
676,140720.93,36221.18
642,80964.57,174738.2
760,178585.46,67131.3
736,135889.13,165692.03
656,134919.85,194691.95
776,115130.34,129525.5
832,138190.13,146511.2
631,131519.49,51752.18
795,0,35418.69
648,126935.98,57995.74
615,133707.09,108152.75
682,97893.2,166144.98
694,127900.03,101737.8
694,143835.47,33326.71
607,0,81140.09
664,0,140173.17
756,0,166513.49
645,129596.77,103232.6
653,0,120736.04
710,110407.44,15832.43
697,0,188772.45
619,142015.76,114323.66
648,81370.07,181534.04
482,69329.47,102640.52
548,116755.5,158585.17
752,83870.33,178722.24
648,130694.89,153955.38
643,117451.47,65374.86
573,206868.78,102986.15
686,111695.62,136643.84
644,137285.26,77063.63
702,149218.39,9633.01
652,0,43496.36
641,0,24267.28
692,130701.29,59354.24
574,0,28269.86
643,167949.48,143162.34
834,131254.81,20199.3
591,0,48606.92
470,0,89013.67
608,86656.13,59890.29
649,114737.26,106655.88
665,0,156439.56
651,0,24176.44
555,119817.33,43507.1
637,130806.99,132005.85
675,0,80496.71
677,0,88947.56
850,80931.75,12639.67
815,0,94248.16
665,132178.67,11865.76
485,0,141449.86
577,0,149457.81
586,164769.02,119814.25
722,107233.85,24924.92
528,176227.07,139481.53
542,109949.39,41268.65
552,0,1351.41
678,117738.81,147489.76
575,133292.45,111175.09
669,160474.59,95963.14
636,0,43128.95
667,154393.43,137674.96
652,110827.49,153383.54
637,145750.45,96660.76
516,109044.3,115818.16
801,75170.54,37898.5
692,0,145222.93
585,105795.9,41219.09
590,0,59249.83
554,0,116747.62
659,0,116249.72
690,118097.87,61257.83
697,172693.54,141798.98
610,129440.3,102638.35
599,0,13210.56
544,96471.2,35550.97
548,0,104469.06
635,140197.18,142935.83
722,0,195486.28
564,135946.26,63170
719,0,58320.06
547,81290.02,177747.03
850,0,19632.64
515,113715.36,18424.24
667,168883.08,18897.78
607,143421.74,97879.02
525,153644.39,63197.88
606,109330.06,75860.01
686,115095.88,78622.46
611,0,23598.23
827,183276.32,13460.27
572,68193.72,19998.31
726,0,185075.63
579,139729.54,135815.38
598,98365.33,44251.33
663,0,136349.55
505,122453.97,52693.99
576,132174.41,93767.03
555,0,197866.55
524,0,126812.85
776,104349.45,79503.05
645,138881.04,129936.53
850,116968.91,175094.62
603,105346.03,130379.5
691,136623.19,153228
583,0,111285.85
584,0,49553.38
679,0,98015.85
646,124445.52,88481.32
559,68999.66,66879.27
595,85768.42,24802.77
527,0,21312.16
684,100628,190263.78
673,0,72873.33
802,0,57764.65
675,0,110273.84
762,0,55500.17
580,125647.36,57541.08
621,100375.39,90384.26
411,0,120694.35
815,171922.72,178028.96
631,146810.99,180990.29
514,109032.23,155407.21
638,0,33676.48
791,0,89666.28
516,128653.59,127558.26
734,80387.81,77272.62
611,0,107665.68
850,108508.82,184044.8
641,155978.17,91510.71
585,0,87363.56
552,121175.56,117505.07
507,89349.47,180626.68
735,86131.71,93478.96
707,102346.86,114672.64
698,121263.62,13387.88
841,0,173240.52
688,0,27557.18
614,0,5552.37
511,149726.08,88307.87
447,0,33879.26
738,161274.05,181429.87
422,0,102655.31
537,103138.17,96555.42
707,109628.44,189366.03
690,0,12847.61
664,97286.16,143433.33
850,118004.26,183983.82
584,85534.83,169137.24
728,0,163365.85
560,95140.44,123181.44
629,0,16447.6
658,0,173948.4
794,75900.84,192154.66
790,126619.27,198224.38
640,111833.47,67202.74
652,0,68789.93
583,238387.56,147964.99
775,108698.96,161069.73
584,112687.69,127749.61
635,81556.89,191914.37
814,136596.85,185791.9
735,98807.45,184570.04
678,0,130446.65
693,0,82867.55
640,107499.7,187632.22
773,0,56759.79
736,0,34180.33
693,0,158545.25
496,176024.05,182337.98
751,0,84175.34
528,127631.62,22197.8
754,0,189641.11
568,109819.16,154491.39
592,138734.94,90020.74
558,111363.1,197264.35
825,0,31933.06
677,143988,8755.69
653,118838.75,52820.13
593,161637.75,20008.46
632,133793.89,34607.14
601,71553.83,177384.45
786,0,165702.64
654,0,167889.1
572,0,133122.62
813,64667.95,140454.14
523,121164.11,59938.81
506,0,12016.79
513,98903.06,81251.24
664,104158.84,134169.85
684,0,94888.6
608,139529.93,175696.16
527,0,96758.58
666,64646.7,128019.48
779,0,146895.36
629,0,139356.3
430,118894.22,2923.61
712,0,121232.51
682,0,2053.42
634,68213.99,6382.46
487,0,158750.13
808,139196,74028.36
527,0,44099.75
637,126345.55,17323
802,0,175043.69
529,0,146388.85
850,0,2465.8
738,0,47799.15
817,129278.43,165562.84
735,119558.35,72927.68
619,92467.58,38270.47
671,0,120893.07
581,0,188377.21
690,0,55902.93
579,99340.83,4523.74
688,0,102195.16
599,126833.79,60843.09
729,109676.52,25548.47
718,0,134462.29
712,134729.99,132702.64
474,98431.37,75698.44
565,130368.31,105642.43
658,123974.96,102153.75
714,138082.16,166677.54
725,129855.32,24218.65
825,132308.22,117122.5
665,155447.65,51871.95
670,124268.64,84321.03
474,176311.36,160213.27
591,99886.42,88695.19
508,0,6123.15
695,0,167749.54
660,85089.3,71638
687,134318.21,198064.52
658,75395.53,54914.92
705,116765.7,190659.17
739,0,51637.67
844,111501.66,119333.38
602,76595.08,127095.14
759,160541.36,93541.14
747,129728.6,89289.54
673,0,108762.16
671,130929.02,28238.25
640,116800.25,34130.43
581,101016.53,7926.35
630,0,27330.27
703,190566.65,79997.14
698,0,50213.81
742,97067.69,60920.03
652,92208.54,197699.8
644,186347.97,92809.73
735,103176.62,163516.16
777,0,62449.07
644,77270.08,115800.1
665,111911.63,110359.68
529,94216.05,78695.68
803,0,128378.04
604,0,155248.62
738,106770.82,123499.27
655,138089.97,99920.41
698,133191.19,53289.49
775,0,67622.34
735,74135.85,11783.1
766,99208.46,62402.38
537,92242.34,186235.98
599,108380.72,79005.95
420,91893.32,144870.28
674,85757.93,95481
570,0,820.46
623,96759.42,174777.98
710,0,8991.17
466,0,2797.27
759,0,22303.17
581,0,197562.08
820,132150.26,23067.97
759,0,190294.12
628,175443.75,113167.17
676,78990.15,124777.14
591,113743.37,124625.08
690,157624.84,49599.27
624,125163.62,151411.5
573,0,122964.18
694,0,57088.97
632,80922.75,7820.78
632,193354.86,149188.41
832,107648.94,134638.97
598,131769.04,184980.23
430,138992.48,122373.42
711,113899.92,80215.2
582,114450.32,14081.64
605,0,199390.45
657,0,7667.48
578,63609.92,74965.61
532,0,30583.95
612,75497.51,149682.78
792,0,92664.09
674,0,138423.1
680,0,3148.2
593,117704.73,197933.5
679,130463.55,37341.17
493,46161.18,79577.4
688,0,197602.29
769,110182.54,87537.32
581,0,41623.59
465,117221.15,168280.95
641,0,125986.18
731,79120.27,548.52
625,177069.24,96088.54
468,61636.97,107787.42
790,0,20510.79
587,104414.03,192026.02
692,159732.02,118188.15
676,89437.03,189540.95
571,0,63736.17
700,0,95740.37
445,0,127939.19
746,142400.77,193438.69
722,88011.4,90655.94
596,0,12067.39
850,154870.28,54191.38
597,0,58667.16
436,0,35687.43
660,118402.25,14288.93
649,87374.88,247.36
646,105397.8,78111.84
560,125341.69,79547.39
710,129164.88,193266.72
513,141004.46,105028.46
607,0,116106.52
757,89079.41,53179.21
619,103604.31,140947.05
612,182705.05,171837.06
842,0,123437.05
713,94598.48,197519.66
657,188241.05,183058.51
770,0,22710.72
773,0,69303.15
470,117469.91,63705.9
781,80790.74,116429.51
428,107735.93,58381.77
600,133379.41,177378.66
697,168066.87,35450.53
692,69014.49,164621.43
791,0,174435.48
538,98548.62,94047.75
820,0,119087.25
679,76554.06,184800.27
649,0,75035.48
632,107375.82,62703.38
594,122417.17,190882.69
682,0,91981.85
720,97188.62,91881.29
769,61297.05,7118.02
746,112666.67,11710.4
623,0,25904.12
537,157842.07,86911.49
468,91443.75,10958.18
588,110148.49,5790.9
729,53299.96,42855.97
543,0,78915.68
499,0,81409
784,70233.74,179252.73
604,0,42171.13
614,75212.28,58965.04
671,41299.03,102681.32
587,83286.56,125553.52
593,0,53478.02
453,0,198376.02
570,85668.59,105525.36
655,57327.04,47349
632,0,178822.32
681,69609.85,72127.83
591,129269.27,163504.33
779,0,190623.02
456,165350.61,140758.07
686,152105.57,132374.41
617,0,53949.98
850,106290.64,121982.73
646,100548.67,136983.77
735,106344.95,114371.33
543,137482.19,62389.35
490,116465.53,24435.77
640,0,10908.33
445,0,90977.48
761,127637.92,81062.93
426,0,61230.83
777,0,126837.72
534,81951.74,115668.53
777,147531.82,38819.45
806,0,86994.54
790,135120.72,195204.99
643,0,131301.74
584,0,100835.19
638,0,198969.78
771,0,41542.95
600,0,118272.07
661,28082.95,69586.27
554,0,149629.13
627,111087.5,146680.25
659,0,132809.18
835,127120.07,28707.69
763,115651.6,104706.29
625,77743.01,75335.68
799,0,136827.96
849,71996.09,139065.94
692,61581.97,70179.91
623,0,116160.04
453,0,83008.49
408,87873.39,188484.52
778,105617.73,133699.82
695,0,72172.13
677,148770.61,191057.76
662,94901.09,48233.75
534,174851.9,79178.31
602,0,162347.05
554,120847.11,7611.61
667,0,88890.05
672,0,63833.09
838,103267.8,78310.04
692,109699.08,37898.91
675,135133.39,179521.24
731,0,130726.96
468,137649.47,198714.29
542,113567.94,89543.25
662,0,2423.9
770,141547.26,180326.83
675,62055.17,166305.16
647,131156.76,29883.63
604,134837.58,192029.19
833,0,1710.89
741,104784.23,135163.76
658,0,84927.42
528,156948.41,149912.28
590,147751.75,88206.04
675,124619.33,163667.56
765,124182.21,100153.43
650,142028.36,32275.09
817,0,65501.91
699,125837.86,189392.66
495,117160.32,116069.24
491,0,139861.53
847,97565.74,144184.06
676,0,157888.5
746,104833.79,71911.3
470,101675.22,45033.75
714,0,150465.93
695,0,126381.6
674,174701.05,90189.72
664,71142.77,122433.09
697,108805.42,123825.83
670,0,11426.7
541,0,114951.42
640,116037.76,184636.05
647,0,91055.27
757,80673.96,93991.65
704,124640.51,116511.12
778,182275.23,190631.23
639,98635.77,199970.74
637,0,139947.17
686,0,8816.37
577,79757.21,135650.72
506,53053.76,24577.34
757,120911.75,131249.46
826,115285.85,140126.17
721,0,168219.75
